year,temp_anomaly_c,co2_ppm,ocean_ph,biodiversity_index,methane_ppb,ash_optical_depth,magnetosphere_strength,subsurface_habitat_fraction,seismic_intensity
118.2049,-0.4135,303.58,7.954,0.2421,0.0,0.0,0.9727,0.986,0.0526
121.0581,-0.4138,303.58,7.954,0.2422,0.0,0.0,0.9732,0.986,0.0514
124.1965,-0.4141,303.58,7.954,0.2422,0.0,0.0,0.9736,0.986,0.0501
127.6488,-0.4144,303.58,7.953,0.2423,0.0,0.0,0.9741,0.986,0.0487
131.4463,-0.4147,303.58,7.953,0.2423,0.0,0.0,0.9747,0.986,0.0473
135.6235,-0.4149,303.58,7.953,0.2424,0.0,0.0,0.9753,0.986,0.0459
140.2185,-0.4151,303.58,7.953,0.2425,0.0,0.0,0.9759,0.986,0.0444
145.2729,-0.4153,303.58,7.953,0.2425,0.0,0.0,0.9766,0.986,0.0428
150.8329,-0.4155,303.58,7.953,0.2425,0.0,0.0,0.9773,0.986,0.0412
156.9488,-0.4156,303.58,7.952,0.2426,0.0,0.0,0.978,0.986,0.0396
163.6763,-0.4157,303.58,7.952,0.2426,0.0,0.0,0.9788,0.986,0.038
171.0765,-0.4157,303.58,7.952,0.2426,0.0,0.0,0.9797,0.986,0.0363
179.2168,-0.4158,303.58,7.951,0.2426,0.0,0.0,0.9806,0.986,0.0346
188.1711,-0.4158,303.58,7.951,0.2425,0.0,0.0,0.9816,0.986,0.033
198.0208,-0.4158,303.58,7.951,0.2424,0.0,0.0,0.9825,0.986,0.0313
208.0208,-0.4158,303.58,7.95,0.2424,0.0,0.0,0.9834,0.986,0.0298
218.0208,-0.4158,303.58,7.95,0.2423,0.0,0.0,0.9842,0.986,0.0284
228.0208,-0.4159,303.58,7.95,0.2423,0.0,0.0,0.985,0.986,0.0271
238.0208,-0.4158,303.58,7.949,0.2422,0.0,0.0,0.9857,0.986,0.0259
248.0208,-0.4161,303.58,7.949,0.2422,0.0,0.0,0.9865,0.986,0.0249
258.0208,-0.4147,303.58,7.949,0.2421,0.0,0.0,0.9871,0.986,0.0239
268.0208,-0.4203,303.58,7.948,0.2421,0.0,0.0,0.9878,0.986,0.023
278.0208,-0.3978,303.58,7.948,0.2415,0.0,0.0,0.9884,0.986,0.0221
288.0208,-0.4878,303.58,7.948,0.2421,0.0,0.0,0.989,0.986,0.0213
298.0208,-0.1278,303.58,7.947,0.235,0.0,0.0,0.9895,0.986,0.0206
308.0208,-1.5679,303.58,7.947,0.2441,0.0,0.0,0.99,0.986,0.0199
318.0208,4.1924,303.58,7.947,0.1525,0.0,0.0,0.9905,0.986,0.0193
328.0208,-18.8488,303.58,7.946,0.327,0.0,0.0,0.991,0.986,0.0187
338.0208,73.3162,303.58,7.946,0.0002,0.0,0.0,0.9915,0.986,0.0181
348.0208,-295.3438,303.58,7.945,0.2127,0.0,0.0,0.9919,0.986,0.0176
358.0208,1179.2961,180.0,7.945,0.0,0.0,0.0,0.9923,0.986,0.0171
368.0208,-4730.4496,180.0,7.947,0.2128,0.0,0.0,0.9927,0.986,0.0166
378.0208,18908.5332,180.0,7.949,0.0,0.0,0.0,0.993,0.986,0.0161
388.0208,-75647.3977,180.0,7.951,0.2134,0.0,0.0,0.9934,0.986,0.0157
398.0208,302576.3259,180.0,7.953,0.0,0.0,0.0,0.9937,0.986,0.0153
408.0208,-1210318.5685,180.0,7.955,0.2139,0.0,0.0,0.994,0.986,0.0149
418.0208,4841261.009,180.0,7.957,0.0,0.0,0.0,0.9943,0.986,0.0145
428.0208,-19365057.3011,180.0,7.959,0.2145,0.0,0.0,0.9946,0.986,0.0142
438.0208,77460215.9394,180.0,7.96,0.0,0.0,0.0,0.9949,0.986,0.0138
448.0208,-309840877.0225,180.0,7.962,0.2151,0.0,0.0,0.9951,0.986,0.0135
458.0208,1239363494.825,180.0,7.964,0.0,0.0,0.0,0.9954,0.986,0.0132
468.0208,-4957453992.5651,180.0,7.966,0.2156,0.0,0.0,0.9956,0.986,0.0129
478.0208,19829815956.9951,180.0,7.968,0.0,0.0,0.0,0.9958,0.986,0.0126
488.0208,-79319263841.2455,180.0,7.97,0.2162,0.0,0.0,0.996,0.986,0.0124
498.0208,317277055351.7171,180.0,7.972,0.0,0.0,0.0,0.9962,0.986,0.0121
508.0208,-1269108221420.1335,180.0,7.974,0.2168,0.0,0.0,0.9964,0.986,0.0119
518.0208,5076432885667.269,180.0,7.976,0.0,0.0,0.0,0.9966,0.986,0.0116
528.0208,-20305731542682.34,180.0,7.978,0.2173,0.0,0.0,0.9968,0.986,0.0114
538.0208,81222926170716.1,180.0,7.98,0.0,0.0,0.0,0.9969,0.986,0.0112
548.0208,-324891704682877.6,180.0,7.982,0.2179,0.0,0.0,0.9971,0.986,0.011
558.0208,1299566818731497.5,180.0,7.984,0.0,0.0,0.0,0.9972,0.986,0.0108
568.0208,-5198267274926004.0,180.0,7.985,0.2185,0.0,0.0,0.9974,0.986,0.0106
578.0208,2.0793069099704e+16,180.0,7.987,0.0,0.0,0.0,0.9975,0.986,0.0104
588.0208,-8.317227639881602e+16,180.0,7.989,0.219,0.0,0.0,0.9976,0.986,0.0102
598.0208,3.3268910559526406e+17,180.0,7.991,0.0,0.0,0.0,0.9978,0.986,0.01
608.0208,-1.3307564223810563e+18,180.0,7.993,0.2196,0.0,0.0,0.9979,0.986,0.0098
618.0208,5.323025689524225e+18,180.0,7.995,0.0,0.0,0.0,0.998,0.986,0.0097
628.0208,-2.12921027580969e+19,180.0,7.997,0.2202,0.0,0.0,0.9981,0.986,0.0095
638.0208,8.51684110323876e+19,180.0,7.999,0.0,0.0,0.0,0.9982,0.986,0.0094
648.0208,-3.406736441295504e+20,180.0,8.001,0.2207,0.0,0.0,0.9983,0.986,0.0092
658.0208,1.3626945765182016e+21,180.0,8.003,0.0,0.0,0.0,0.9983,0.986,0.0091
668.0208,-5.450778306072806e+21,180.0,8.005,0.2213,0.0,0.0,0.9984,0.986,0.0089
678.0208,2.1803113224291226e+22,180.0,8.007,0.0,0.0,0.0,0.9985,0.986,0.0088
688.0208,-8.72124528971649e+22,180.0,8.009,0.2218,0.0,0.0,0.9986,0.986,0.0087
698.0208,3.488498115886596e+23,180.0,8.01,0.0,0.0,0.0,0.9987,0.986,0.0085
708.0208,-1.3953992463546384e+24,180.0,8.012,0.2224,0.0,0.0,0.9987,0.986,0.0084
718.0208,5.581596985418554e+24,180.0,8.014,0.0,0.0,0.0,0.9988,0.986,0.0083
728.0208,-2.2326387941674215e+25,180.0,8.016,0.223,0.0,0.0,0.9988,0.986,0.0082
738.0208,8.930555176669686e+25,180.0,8.018,0.0,0.0,0.0,0.9989,0.986,0.0081
748.0208,-3.5722220706678744e+26,180.0,8.02,0.2235,0.0,0.0,0.999,0.986,0.0079
758.0208,1.4288888282671498e+27,180.0,8.022,0.0,0.0,0.0,0.999,0.986,0.0078
768.0208,-5.715555313068599e+27,180.0,8.024,0.2241,0.0,0.0,0.9991,0.986,0.0077
778.0208,2.2862221252274396e+28,180.0,8.026,0.0,0.0,0.0,0.9991,0.986,0.0076
788.0208,-9.144888500909759e+28,180.0,8.028,0.2247,0.0,0.0,0.9992,0.986,0.0075
798.0208,3.6579554003639034e+29,180.0,8.03,0.0,0.0,0.0,0.9992,0.986,0.0074
808.0208,-1.4631821601455614e+30,180.0,8.032,0.2252,0.0,0.0,0.9992,0.986,0.0073
818.0208,5.852728640582245e+30,180.0,8.034,0.0,0.0,0.0,0.9993,0.986,0.0072
828.0208,-2.341091456232898e+31,180.0,8.035,0.2258,0.0,0.0,0.9993,0.986,0.0071
838.0208,9.364365824931593e+31,180.0,8.037,0.0,0.0,0.0,0.9993,0.986,0.0071
848.0208,-3.745746329972637e+32,180.0,8.039,0.2264,0.0,0.0,0.9994,0.986,0.007
858.0208,1.4982985319890548e+33,180.0,8.041,0.0,0.0,0.0,0.9994,0.986,0.0069
868.0208,-5.993194127956219e+33,180.0,8.043,0.2269,0.0,0.0,0.9994,0.986,0.0068
878.0208,2.3972776511824877e+34,180.0,8.045,0.0,0.0,0.0,0.9995,0.986,0.0067
888.0208,-9.589110604729951e+34,180.0,8.047,0.2275,0.0,0.0,0.9995,0.986,0.0066
898.0208,3.8356442418919804e+35,180.0,8.049,0.0,0.0,0.0,0.9995,0.986,0.0066
908.0208,-1.5342576967567922e+36,180.0,8.051,0.2281,0.0,0.0,0.9995,0.986,0.0065
918.0208,6.137030787027169e+36,180.0,8.053,0.0,0.0,0.0,0.9996,0.986,0.0064
928.0208,-2.4548123148108674e+37,180.0,8.055,0.2286,0.0,0.0,0.9996,0.986,0.0063
938.0208,9.81924925924347e+37,180.0,8.057,0.0,0.0,0.0,0.9996,0.986,0.0063
948.0208,-3.927699703697388e+38,180.0,8.059,0.2292,0.0,0.0,0.9996,0.986,0.0062
958.0208,1.5710798814789552e+39,180.0,8.06,0.0,0.0,0.0,0.9996,0.986,0.0061
968.0208,-6.284319525915821e+39,180.0,8.062,0.2298,0.0,0.0,0.9997,0.986,0.0061
978.0208,2.5137278103663283e+40,180.0,8.064,0.0,0.0,0.0,0.9997,0.986,0.006
988.0208,-1.0054911241465313e+41,180.0,8.066,0.2303,0.0,0.0,0.9997,0.986,0.0059
998.0208,4.021964496586125e+41,180.0,8.068,0.0,0.0,0.0,0.9997,0.986,0.0059
1008.0208,-1.60878579863445e+42,180.0,8.07,0.2309,0.0,0.0,0.9997,0.986,0.0058
1018.0208,6.4351431945378e+42,180.0,8.072,0.0,0.0,0.0,0.9997,0.986,0.0058
1028.0208,-2.57405727781512e+43,180.0,8.074,0.2315,0.0,0.0,0.9998,0.986,0.0057
1038.0208,1.029622911126048e+44,180.0,8.076,0.0,0.0,0.0,0.9998,0.986,0.0056
1048.0208,-4.118491644504192e+44,180.0,8.078,0.232,0.0,0.0,0.9998,0.986,0.0056
1058.0208,1.647396657801677e+45,180.0,8.08,0.0,0.0,0.0,0.9998,0.986,0.0055
1068.0208,-6.589586631206708e+45,180.0,8.082,0.2326,0.0,0.0,0.9998,0.986,0.0055
1078.0208,2.635834652482683e+46,180.0,8.084,0.0,0.0,0.0,0.9998,0.986,0.0054
1088.0208,-1.0543338609930732e+47,180.0,8.085,0.2332,0.0,0.0,0.9998,0.986,0.0054
1098.0208,4.217335443972293e+47,180.0,8.087,0.0,0.0,0.0,0.9998,0.986,0.0053
1108.0208,-1.686934177588917e+48,180.0,8.089,0.2337,0.0,0.0,0.9998,0.986,0.0053
1118.0208,6.747736710355669e+48,180.0,8.091,0.0,0.0,0.0,0.9998,0.986,0.0052
1128.0208,-2.6990946841422674e+49,180.0,8.093,0.2343,0.0,0.0,0.9999,0.986,0.0052
1138.0208,1.079637873656907e+50,180.0,8.095,0.0,0.0,0.0,0.9999,0.986,0.0051
1148.0208,-4.318551494627628e+50,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0051
1158.0208,1.727420597851051e+51,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.005
1168.0208,-6.909682391404205e+51,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.005
1178.0208,2.763872956561682e+52,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0049
1188.0208,-1.1055491826246727e+53,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0049
1198.0208,4.422196730498691e+53,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0049
1208.0208,-1.7688786921994764e+54,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0048
1218.0208,7.075514768797905e+54,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0048
1228.0208,-2.830205907519162e+55,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0047
1238.0208,1.1320823630076649e+56,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0047
1248.0208,-4.5283294520306595e+56,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0047
1258.0208,1.8113317808122638e+57,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0046
1268.0208,-7.245327123249055e+57,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0046
1278.0208,2.898130849299622e+58,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0045
1288.0208,-1.1592523397198488e+59,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0045
1298.0208,4.637009358879395e+59,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0045
1308.0208,-1.854803743551758e+60,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0044
1318.0208,7.419214974207033e+60,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0044
1328.0208,-2.967685989682813e+61,180.0,8.097,0.2348,0.0,0.0,0.9999,0.986,0.0044
1338.0208,1.1870743958731252e+62,180.0,8.097,0.0,0.0,0.0,0.9999,0.986,0.0043
1348.0208,-4.748297583492501e+62,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0043
1358.0208,1.8993190333970003e+63,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0043
1368.0208,-7.597276133588001e+63,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0042
1378.0208,3.0389104534352005e+64,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0042
1388.0208,-1.2155641813740802e+65,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0042
1398.0208,4.862256725496321e+65,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0041
1408.0208,-1.9449026901985283e+66,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0041
1418.0208,7.779610760794113e+66,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0041
1428.0208,-3.1118443043176453e+67,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.004
1438.0208,1.2447377217270581e+68,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.004
1448.0208,-4.978950886908233e+68,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.004
1458.0208,1.991580354763293e+69,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.004
1468.0208,-7.966321419053172e+69,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0039
1478.0208,3.186528567621269e+70,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0039
1488.0208,-1.2746114270485075e+71,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0039
1498.0208,5.09844570819403e+71,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0038
1508.0208,-2.039378283277612e+72,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0038
1518.0208,8.157513133110448e+72,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0038
1528.0208,-3.263005253244179e+73,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0038
1538.0208,1.3052021012976717e+74,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0037
1548.0208,-5.220808405190687e+74,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0037
1558.0208,2.0883233620762747e+75,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0037
1568.0208,-8.353293448305099e+75,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0037
1578.0208,3.3413173793220396e+76,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0036
1588.0208,-1.3365269517288158e+77,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0036
1598.0208,5.346107806915263e+77,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0036
1608.0208,-2.1384431227661053e+78,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0036
1618.0208,8.553772491064421e+78,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0035
1628.0208,-3.4215089964257685e+79,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0035
1638.0208,1.3686035985703074e+80,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0035
1648.0208,-5.47441439428123e+80,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0035
1658.0208,2.189765757712492e+81,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0035
1668.0208,-8.759063030849967e+81,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0034
1678.0208,3.503625212339987e+82,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0034
1688.0208,-1.4014500849359948e+83,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0034
1698.0208,5.605800339743979e+83,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0034
1708.0208,-2.2423201358975917e+84,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0034
1718.0208,8.969280543590367e+84,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0033
1728.0208,-3.587712217436147e+85,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0033
1738.0208,1.4350848869744587e+86,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0033
1748.0208,-5.740339547897835e+86,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0033
1758.0208,2.296135819159134e+87,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0033
1768.0208,-9.184543276636535e+87,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0032
1778.0208,3.673817310654614e+88,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0032
1788.0208,-1.4695269242618457e+89,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0032
1798.0208,5.878107697047383e+89,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0032
1808.0208,-2.351243078818953e+90,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0032
1818.0208,9.404972315275812e+90,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0031
1828.0208,-3.761988926110325e+91,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0031
1838.0208,1.50479557044413e+92,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0031
1848.0208,-6.01918228177652e+92,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0031
1858.0208,2.407672912710608e+93,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0031
1868.0208,-9.630691650842432e+93,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0031
1878.0208,3.852276660336973e+94,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.003
1888.0208,-1.540910664134789e+95,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.003
1898.0208,6.163642656539156e+95,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.003
1908.0208,-2.4654570626156625e+96,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.003
1918.0208,9.86182825046265e+96,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.003
1928.0208,-3.94473130018506e+97,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.003
1938.0208,1.577892520074024e+98,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0029
1948.0208,-6.311570080296096e+98,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0029
1958.0208,2.5246280321184384e+99,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0029
1968.0208,-1.0098512128473754e+100,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0029
1978.0208,4.0394048513895015e+100,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0029
1988.0208,-1.6157619405558006e+101,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0029
1998.0208,6.463047762223202e+101,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0028
2008.0208,-2.585219104889281e+102,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0028
2018.0208,1.0340876419557124e+103,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0028
2028.0208,-4.1363505678228496e+103,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0028
2038.0208,1.6545402271291398e+104,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0028
2048.0208,-6.618160908516559e+104,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0028
2058.0208,2.6472643634066237e+105,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0028
2068.0208,-1.0589057453626495e+106,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0027
2078.0208,4.235622981450598e+106,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0027
2088.0208,-1.6942491925802392e+107,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0027
2098.0208,6.776996770320957e+107,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0027
2108.0208,-2.7107987081283827e+108,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0027
2118.0208,1.084319483251353e+109,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0027
2128.0208,-4.337277933005412e+109,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0027
2138.0208,1.734911173202165e+110,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0026
2148.0208,-6.93964469280866e+110,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0026
2158.0208,2.775857877123464e+111,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0026
2168.0208,-1.1103431508493855e+112,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0026
2178.0208,4.441372603397542e+112,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0026
2188.0208,-1.776549041359017e+113,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0026
2198.0208,7.106196165436067e+113,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0026
2208.0208,-2.842478466174427e+114,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0026
2218.0208,1.1369913864697708e+115,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0025
2228.0208,-4.547965545879083e+115,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0025
2238.0208,1.8191862183516333e+116,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0025
2248.0208,-7.276744873406533e+116,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0025
2258.0208,2.910697949362613e+117,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0025
2268.0208,-1.1642791797450453e+118,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0025
2278.0208,4.657116718980181e+118,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0025
2288.0208,-1.8628466875920725e+119,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0025
2298.0208,7.45138675036829e+119,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0025
2308.0208,-2.980554700147316e+120,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0024
2318.0208,1.1922218800589264e+121,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0024
2328.0208,-4.768887520235706e+121,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0024
2338.0208,1.9075550080942822e+122,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0024
2348.0208,-7.630220032377129e+122,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0024
2358.0208,3.0520880129508515e+123,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0024
2368.0208,-1.2208352051803406e+124,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0024
2378.0208,4.8833408207213625e+124,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0024
2388.0208,-1.953336328288545e+125,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0024
2398.0208,7.81334531315418e+125,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2408.0208,-3.125338125261672e+126,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0023
2418.0208,1.2501352501046688e+127,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2428.0208,-5.000541000418675e+127,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0023
2438.0208,2.00021640016747e+128,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2448.0208,-8.00086560066988e+128,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0023
2458.0208,3.200346240267952e+129,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2468.0208,-1.2801384961071808e+130,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0023
2478.0208,5.120553984428723e+130,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2488.0208,-2.0482215937714894e+131,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0023
2498.0208,8.192886375085957e+131,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0023
2508.0208,-3.277154550034383e+132,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2518.0208,1.3108618200137532e+133,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0022
2528.0208,-5.243447280055013e+133,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2538.0208,2.097378912022005e+134,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0022
2548.0208,-8.38951564808802e+134,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2558.0208,3.355806259235208e+135,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0022
2568.0208,-1.3423225036940833e+136,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2578.0208,5.369290014776333e+136,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0022
2588.0208,-2.1477160059105332e+137,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2598.0208,8.590864023642133e+137,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0022
2608.0208,-3.436345609456853e+138,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0022
2618.0208,1.3745382437827413e+139,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2628.0208,-5.498152975130965e+139,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2638.0208,2.199261190052386e+140,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2648.0208,-8.797044760209544e+140,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2658.0208,3.5188179040838176e+141,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2668.0208,-1.407527161633527e+142,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2678.0208,5.630108646534108e+142,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2688.0208,-2.2520434586136433e+143,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2698.0208,9.008173834454573e+143,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2708.0208,-3.603269533781829e+144,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2718.0208,1.4413078135127317e+145,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0021
2728.0208,-5.765231254050927e+145,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0021
2738.0208,2.3060925016203707e+146,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2748.0208,-9.224370006481483e+146,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
2758.0208,3.689748002592593e+147,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2768.0208,-1.4758992010370373e+148,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
2778.0208,5.903596804148149e+148,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2788.0208,-2.3614387216592596e+149,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
2798.0208,9.445754886637038e+149,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2808.0208,-3.7783019546548154e+150,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
