year,temp_anomaly_c,co2_ppm,ocean_ph,biodiversity_index,methane_ppb,ash_optical_depth,magnetosphere_strength,subsurface_habitat_fraction,seismic_intensity
5.12,-11.8181,303.58,7.958,0.4981,396.7,1.6185,0.9513,1.0,0.6
5.13,-11.7967,303.58,7.958,0.4981,396.3,1.6121,0.9513,1.0,0.5995
5.14,-11.7752,303.58,7.958,0.4982,395.9,1.6056,0.9513,1.0,0.599
5.15,-11.7538,303.58,7.958,0.4982,395.5,1.5992,0.9513,1.0,0.5985
5.16,-11.7323,303.58,7.958,0.4983,395.1,1.5928,0.9513,1.0,0.598
5.17,-11.7109,303.58,7.958,0.4983,394.7,1.5865,0.9513,1.0,0.5975
5.18,-11.6895,303.58,7.958,0.4984,394.3,1.5801,0.9513,1.0,0.5971
5.19,-11.668,303.58,7.958,0.4984,393.9,1.5738,0.9513,1.0,0.5966
5.2,-11.6466,303.58,7.958,0.4985,393.5,1.5676,0.9513,1.0,0.5961
5.21,-11.6253,303.58,7.958,0.4985,393.1,1.5613,0.9513,1.0,0.5956
5.22,-11.6039,303.58,7.958,0.4986,392.7,1.5551,0.9513,1.0,0.5951
5.23,-11.5825,303.58,7.958,0.4986,392.3,1.5489,0.9513,1.0,0.5946
5.24,-11.5611,303.58,7.958,0.4987,391.9,1.5427,0.9513,1.0,0.5941
5.25,-11.5398,303.58,7.958,0.4987,391.5,1.5365,0.9513,1.0,0.5937
5.26,-11.5185,303.58,7.958,0.4988,391.1,1.5304,0.9513,1.0,0.5932
5.27,-11.4971,303.58,7.958,0.4988,390.8,1.5243,0.9513,1.0,0.5927
5.28,-11.4758,303.58,7.958,0.4989,390.4,1.5182,0.9513,1.0,0.5922
5.29,-11.4545,303.58,7.958,0.4989,390.0,1.5121,0.9513,1.0,0.5917
5.3,-11.4332,303.58,7.958,0.4989,389.6,1.5061,0.9513,1.0,0.5913
5.31,-11.412,303.58,7.958,0.499,389.2,1.5001,0.9513,1.0,0.5908
5.32,-11.3907,303.58,7.958,0.499,388.8,1.4941,0.9513,1.0,0.5903
5.33,-11.3695,303.58,7.958,0.4991,388.4,1.4881,0.9513,1.0,0.5898
5.34,-11.3482,303.58,7.958,0.4991,388.0,1.4822,0.9513,1.0,0.5893
5.35,-11.327,303.58,7.958,0.4992,387.6,1.4763,0.9513,1.0,0.5889
5.36,-11.3058,303.58,7.958,0.4992,387.3,1.4704,0.9513,1.0,0.5884
5.37,-11.2846,303.58,7.958,0.4993,386.9,1.4645,0.9513,1.0,0.5879
5.38,-11.2634,303.58,7.958,0.4993,386.5,1.4587,0.9513,1.0,0.5875
5.39,-11.2422,303.58,7.958,0.4993,386.1,1.4528,0.9513,1.0,0.587
5.4,-11.221,303.58,7.958,0.4994,385.7,1.447,0.9513,1.0,0.5865
5.41,-11.1999,303.58,7.958,0.4994,385.3,1.4413,0.9513,1.0,0.586
5.42,-11.1787,303.58,7.958,0.4995,384.9,1.4355,0.9513,1.0,0.5856
5.43,-11.1576,303.58,7.958,0.4995,384.6,1.4298,0.9513,1.0,0.5851
5.44,-11.1365,303.58,7.958,0.4995,384.2,1.4241,0.9513,1.0,0.5846
5.45,-11.1154,303.58,7.958,0.4996,383.8,1.4184,0.9513,1.0,0.5842
5.46,-11.0943,303.58,7.958,0.4996,383.4,1.4127,0.9513,1.0,0.5837
5.47,-11.0732,303.58,7.958,0.4997,383.0,1.4071,0.9513,1.0,0.5832
5.48,-11.0522,303.58,7.958,0.4997,382.6,1.4015,0.9514,1.0,0.5828
5.49,-11.0311,303.58,7.958,0.4997,382.3,1.3959,0.9514,1.0,0.5823
5.5,-11.0101,303.58,7.958,0.4998,381.9,1.3903,0.9514,1.0,0.5818
5.51,-10.9891,303.58,7.958,0.4998,381.5,1.3847,0.9514,1.0,0.5814
5.52,-10.9681,303.58,7.958,0.4999,381.1,1.3792,0.9514,1.0,0.5809
5.53,-10.9471,303.58,7.958,0.4999,380.7,1.3737,0.9514,1.0,0.5804
5.54,-10.9261,303.58,7.958,0.4999,380.3,1.3682,0.9514,1.0,0.58
5.55,-10.9051,303.58,7.958,0.5,380.0,1.3628,0.9514,1.0,0.5795
5.56,-10.8842,303.58,7.958,0.5,379.6,1.3573,0.9514,1.0,0.5791
5.57,-10.8632,303.58,7.958,0.5,379.2,1.3519,0.9514,1.0,0.5786
5.58,-10.8423,303.58,7.958,0.5001,378.8,1.3465,0.9514,1.0,0.5781
5.59,-10.8214,303.58,7.958,0.5001,378.4,1.3411,0.9514,1.0,0.5777
5.6,-10.8005,303.58,7.958,0.5002,378.1,1.3358,0.9514,1.0,0.5772
5.61,-10.7796,303.58,7.958,0.5002,377.7,1.3304,0.9514,1.0,0.5768
5.62,-10.7587,303.58,7.958,0.5002,377.3,1.3251,0.9514,1.0,0.5763
5.63,-10.7379,303.58,7.958,0.5003,376.9,1.3198,0.9514,1.0,0.5758
5.64,-10.7171,303.58,7.958,0.5003,376.6,1.3146,0.9514,1.0,0.5754
5.65,-10.6962,303.58,7.958,0.5003,376.2,1.3093,0.9514,1.0,0.5749
5.66,-10.6754,303.58,7.958,0.5004,375.8,1.3041,0.9514,1.0,0.5745
5.67,-10.6546,303.58,7.958,0.5004,375.4,1.2989,0.9514,1.0,0.574
5.68,-10.6339,303.58,7.958,0.5004,375.1,1.2937,0.9514,1.0,0.5736
5.69,-10.6131,303.58,7.958,0.5005,374.7,1.2885,0.9514,1.0,0.5731
5.7,-10.5923,303.58,7.958,0.5005,374.3,1.2834,0.9514,1.0,0.5727
5.71,-10.5716,303.58,7.958,0.5005,373.9,1.2783,0.9514,1.0,0.5722
5.72,-10.5509,303.58,7.958,0.5006,373.6,1.2732,0.9514,1.0,0.5718
5.73,-10.5302,303.58,7.958,0.5006,373.2,1.2681,0.9514,1.0,0.5713
5.74,-10.5095,303.58,7.958,0.5006,372.8,1.263,0.9514,1.0,0.5709
5.75,-10.4888,303.58,7.958,0.5007,372.4,1.258,0.9514,1.0,0.5704
5.76,-10.4682,303.58,7.958,0.5007,372.1,1.253,0.9514,1.0,0.57
5.77,-10.4476,303.58,7.958,0.5007,371.7,1.248,0.9514,1.0,0.5695
5.78,-10.4269,303.58,7.958,0.5008,371.3,1.243,0.9514,1.0,0.5691
5.79,-10.4063,303.58,7.958,0.5008,371.0,1.238,0.9514,1.0,0.5686
5.8,-10.3857,303.58,7.958,0.5008,370.6,1.2331,0.9514,1.0,0.5682
5.81,-10.3652,303.58,7.958,0.5008,370.2,1.2282,0.9514,1.0,0.5678
5.82,-10.3446,303.58,7.958,0.5009,369.8,1.2233,0.9514,1.0,0.5673
5.83,-10.3241,303.58,7.958,0.5009,369.5,1.2184,0.9514,1.0,0.5669
5.84,-10.3035,303.58,7.958,0.5009,369.1,1.2135,0.9514,1.0,0.5664
5.85,-10.283,303.58,7.958,0.501,368.7,1.2087,0.9514,1.0,0.566
5.86,-10.2625,303.58,7.958,0.501,368.4,1.2038,0.9514,1.0,0.5655
5.87,-10.2421,303.58,7.958,0.501,368.0,1.199,0.9514,1.0,0.5651
5.88,-10.2216,303.58,7.958,0.501,367.6,1.1942,0.9514,1.0,0.5647
5.89,-10.2012,303.58,7.958,0.5011,367.3,1.1895,0.9515,1.0,0.5642
5.9,-10.1807,303.58,7.958,0.5011,366.9,1.1847,0.9515,1.0,0.5638
5.91,-10.1603,303.58,7.958,0.5011,366.5,1.18,0.9515,1.0,0.5634
5.92,-10.1399,303.58,7.958,0.5012,366.2,1.1753,0.9515,1.0,0.5629
5.93,-10.1195,303.58,7.958,0.5012,365.8,1.1706,0.9515,1.0,0.5625
5.94,-10.0992,303.58,7.958,0.5012,365.4,1.1659,0.9515,1.0,0.562
5.95,-10.0788,303.58,7.958,0.5012,365.1,1.1613,0.9515,1.0,0.5616
5.96,-10.0585,303.58,7.958,0.5013,364.7,1.1566,0.9515,1.0,0.5612
5.97,-10.0382,303.58,7.958,0.5013,364.3,1.152,0.9515,1.0,0.5607
5.98,-10.0179,303.58,7.958,0.5013,364.0,1.1474,0.9515,1.0,0.5603
5.99,-9.9977,303.58,7.958,0.5013,363.6,1.1428,0.9515,1.0,0.5599
6.0,-9.9774,303.58,7.958,0.5014,363.2,1.1383,0.9515,1.0,0.5594
6.01,-9.9572,303.58,7.958,0.5014,362.9,1.1337,0.9515,1.0,0.559
6.02,-9.9369,303.58,7.958,0.5014,362.5,1.1292,0.9515,1.0,0.5586
6.03,-9.9167,303.58,7.958,0.5014,362.2,1.1247,0.9515,1.0,0.5582
6.04,-9.8966,303.58,7.958,0.5014,361.8,1.1202,0.9515,1.0,0.5577
6.05,-9.8764,303.58,7.958,0.5015,361.4,1.1157,0.9515,1.0,0.5573
6.06,-9.8562,303.58,7.958,0.5015,361.1,1.1113,0.9515,1.0,0.5569
6.07,-9.8361,303.58,7.958,0.5015,360.7,1.1068,0.9515,1.0,0.5564
6.08,-9.816,303.58,7.958,0.5015,360.4,1.1024,0.9515,1.0,0.556
6.09,-9.7959,303.58,7.958,0.5016,360.0,1.098,0.9515,1.0,0.5556
6.1,-9.7758,303.58,7.958,0.5016,359.6,1.0936,0.9515,1.0,0.5552
6.11,-9.7558,303.58,7.958,0.5016,359.3,1.0893,0.9515,1.0,0.5547
6.12,-9.7357,303.58,7.958,0.5016,358.9,1.0849,0.9515,1.0,0.5543
6.13,-9.7157,303.58,7.958,0.5016,358.6,1.0806,0.9515,1.0,0.5539
6.14,-9.6957,303.58,7.958,0.5017,358.2,1.0763,0.9515,1.0,0.5535
6.15,-9.6757,303.58,7.958,0.5017,357.8,1.072,0.9515,1.0,0.553
6.16,-9.6558,303.58,7.958,0.5017,357.5,1.0677,0.9515,1.0,0.5526
6.17,-9.6358,303.58,7.958,0.5017,357.1,1.0634,0.9515,1.0,0.5522
6.18,-9.6159,303.58,7.958,0.5017,356.8,1.0592,0.9515,1.0,0.5518
6.19,-9.596,303.58,7.958,0.5018,356.4,1.055,0.9515,1.0,0.5514
6.2,-9.5761,303.58,7.958,0.5018,356.1,1.0508,0.9515,1.0,0.5509
6.21,-9.5562,303.58,7.958,0.5018,355.7,1.0466,0.9515,1.0,0.5505
6.22,-9.5364,303.58,7.958,0.5018,355.3,1.0424,0.9515,1.0,0.5501
6.23,-9.5165,303.58,7.958,0.5018,355.0,1.0382,0.9515,1.0,0.5497
6.24,-9.4967,303.58,7.958,0.5019,354.6,1.0341,0.9515,1.0,0.5493
6.25,-9.4769,303.58,7.958,0.5019,354.3,1.03,0.9515,1.0,0.5489
6.26,-9.4571,303.58,7.958,0.5019,353.9,1.0258,0.9515,1.0,0.5484
6.27,-9.4374,303.58,7.958,0.5019,353.6,1.0217,0.9515,1.0,0.548
6.28,-9.4176,303.58,7.958,0.5019,353.2,1.0177,0.9515,1.0,0.5476
6.29,-9.3979,303.58,7.958,0.5019,352.9,1.0136,0.9515,1.0,0.5472
6.3,-9.3782,303.58,7.958,0.502,352.5,1.0096,0.9516,1.0,0.5468
6.31,-9.3585,303.58,7.958,0.502,352.2,1.0055,0.9516,1.0,0.5464
6.32,-9.3389,303.58,7.958,0.502,351.8,1.0015,0.9516,1.0,0.546
6.33,-9.3192,303.58,7.958,0.502,351.5,0.9975,0.9516,1.0,0.5455
6.34,-9.2996,303.58,7.958,0.502,351.1,0.9935,0.9516,1.0,0.5451
6.35,-9.28,303.58,7.958,0.502,350.8,0.9896,0.9516,1.0,0.5447
6.36,-9.2604,303.58,7.958,0.5021,350.4,0.9856,0.9516,1.0,0.5443
6.37,-9.2409,303.58,7.958,0.5021,350.1,0.9817,0.9516,1.0,0.5439
6.38,-9.2213,303.58,7.958,0.5021,349.7,0.9778,0.9516,1.0,0.5435
6.39,-9.2018,303.58,7.958,0.5021,349.4,0.9739,0.9516,1.0,0.5431
6.4,-9.1823,303.58,7.958,0.5021,349.0,0.97,0.9516,1.0,0.5427
6.41,-9.1628,303.58,7.958,0.5021,348.7,0.9661,0.9516,1.0,0.5423
6.42,-9.1434,303.58,7.958,0.5021,348.3,0.9622,0.9516,1.0,0.5419
6.43,-9.1239,303.58,7.958,0.5021,348.0,0.9584,0.9516,1.0,0.5415
6.44,-9.1045,303.58,7.958,0.5022,347.6,0.9546,0.9516,1.0,0.5411
6.45,-9.0851,303.58,7.958,0.5022,347.3,0.9508,0.9516,1.0,0.5407
6.46,-9.0657,303.58,7.958,0.5022,346.9,0.947,0.9516,1.0,0.5403
6.47,-9.0464,303.58,7.958,0.5022,346.6,0.9432,0.9516,1.0,0.5398
6.48,-9.027,303.58,7.958,0.5022,346.2,0.9394,0.9516,1.0,0.5394
6.49,-9.0077,303.58,7.958,0.5022,345.9,0.9357,0.9516,1.0,0.539
6.5,-8.9884,303.58,7.958,0.5022,345.5,0.9319,0.9516,1.0,0.5386
6.51,-8.9692,303.58,7.958,0.5022,345.2,0.9282,0.9516,1.0,0.5382
6.52,-8.9499,303.58,7.958,0.5023,344.8,0.9245,0.9516,1.0,0.5378
6.53,-8.9307,303.58,7.958,0.5023,344.5,0.9208,0.9516,1.0,0.5374
6.54,-8.9115,303.58,7.958,0.5023,344.2,0.9172,0.9516,1.0,0.537
6.55,-8.8923,303.58,7.958,0.5023,343.8,0.9135,0.9516,1.0,0.5366
6.56,-8.8731,303.58,7.958,0.5023,343.5,0.9098,0.9516,1.0,0.5362
6.57,-8.8539,303.58,7.958,0.5023,343.1,0.9062,0.9516,1.0,0.5358
6.58,-8.8348,303.58,7.958,0.5023,342.8,0.9026,0.9516,1.0,0.5354
6.59,-8.8157,303.58,7.958,0.5023,342.4,0.899,0.9516,1.0,0.5351
6.6,-8.7966,303.58,7.958,0.5023,342.1,0.8954,0.9516,1.0,0.5347
6.61,-8.7776,303.58,7.958,0.5023,341.8,0.8918,0.9516,1.0,0.5343
6.62,-8.7585,303.58,7.958,0.5024,341.4,0.8883,0.9516,1.0,0.5339
6.63,-8.7395,303.58,7.958,0.5024,341.1,0.8847,0.9516,1.0,0.5335
6.64,-8.7205,303.58,7.958,0.5024,340.7,0.8812,0.9516,1.0,0.5331
6.65,-8.7015,303.58,7.958,0.5024,340.4,0.8777,0.9516,1.0,0.5327
6.66,-8.6825,303.58,7.958,0.5024,340.0,0.8742,0.9516,1.0,0.5323
6.67,-8.6636,303.58,7.958,0.5024,339.7,0.8707,0.9516,1.0,0.5319
6.68,-8.6447,303.58,7.958,0.5024,339.4,0.8672,0.9516,1.0,0.5315
6.69,-8.6258,303.58,7.958,0.5024,339.0,0.8637,0.9516,1.0,0.5311
6.7,-8.6069,303.58,7.958,0.5024,338.7,0.8603,0.9516,1.0,0.5307
6.71,-8.5881,303.58,7.958,0.5024,338.3,0.8569,0.9516,1.0,0.5303
6.72,-8.5692,303.58,7.958,0.5024,338.0,0.8534,0.9517,1.0,0.5299
6.73,-8.5504,303.58,7.958,0.5024,337.7,0.85,0.9517,1.0,0.5296
6.74,-8.5317,303.58,7.958,0.5024,337.3,0.8466,0.9517,1.0,0.5292
6.75,-8.5129,303.58,7.958,0.5024,337.0,0.8433,0.9517,1.0,0.5288
6.76,-8.4942,303.58,7.958,0.5025,336.7,0.8399,0.9517,1.0,0.5284
6.77,-8.4754,303.58,7.958,0.5025,336.3,0.8365,0.9517,1.0,0.528
6.78,-8.4567,303.58,7.958,0.5025,336.0,0.8332,0.9517,1.0,0.5276
6.79,-8.4381,303.58,7.958,0.5025,335.7,0.8299,0.9517,1.0,0.5272
6.8,-8.4194,303.58,7.958,0.5025,335.3,0.8266,0.9517,1.0,0.5268
6.81,-8.4008,303.58,7.958,0.5025,335.0,0.8233,0.9517,1.0,0.5265
6.82,-8.3822,303.58,7.958,0.5025,334.6,0.82,0.9517,1.0,0.5261
6.83,-8.3636,303.58,7.958,0.5025,334.3,0.8167,0.9517,1.0,0.5257
6.84,-8.345,303.58,7.958,0.5025,334.0,0.8134,0.9517,1.0,0.5253
6.85,-8.3265,303.58,7.958,0.5025,333.6,0.8102,0.9517,1.0,0.5249
6.86,-8.308,303.58,7.958,0.5025,333.3,0.807,0.9517,1.0,0.5245
6.87,-8.2895,303.58,7.958,0.5025,333.0,0.8037,0.9517,1.0,0.5242
6.88,-8.271,303.58,7.958,0.5025,332.6,0.8005,0.9517,1.0,0.5238
6.89,-8.2526,303.58,7.958,0.5025,332.3,0.7973,0.9517,1.0,0.5234
6.9,-8.2341,303.58,7.958,0.5025,332.0,0.7941,0.9517,1.0,0.523
6.91,-8.2157,303.58,7.958,0.5025,331.7,0.791,0.9517,1.0,0.5226
6.92,-8.1973,303.58,7.958,0.5025,331.3,0.7878,0.9517,1.0,0.5223
6.93,-8.179,303.58,7.958,0.5025,331.0,0.7847,0.9517,1.0,0.5219
6.94,-8.1606,303.58,7.958,0.5025,330.7,0.7815,0.9517,1.0,0.5215
6.95,-8.1423,303.58,7.958,0.5025,330.3,0.7784,0.9517,1.0,0.5211
6.96,-8.124,303.58,7.958,0.5025,330.0,0.7753,0.9517,1.0,0.5208
6.97,-8.1058,303.58,7.958,0.5025,329.7,0.7722,0.9517,1.0,0.5204
6.98,-8.0875,303.58,7.958,0.5025,329.3,0.7691,0.9517,1.0,0.52
6.99,-8.0693,303.58,7.958,0.5025,329.0,0.7661,0.9517,1.0,0.5196
7.0,-8.0511,303.58,7.958,0.5025,328.7,0.763,0.9517,1.0,0.5193
7.01,-8.0329,303.58,7.958,0.5024,328.4,0.76,0.9517,1.0,0.5189
7.02,-8.0148,303.58,7.958,0.5015,328.0,0.7569,0.9517,1.0,0.5185
7.03,-7.9967,303.58,7.958,0.5007,327.7,0.7539,0.9517,1.0,0.5181
7.04,-7.9785,303.58,7.958,0.4999,327.4,0.7509,0.9517,1.0,0.5178
7.05,-7.9605,303.58,7.958,0.499,327.0,0.7479,0.9517,1.0,0.5174
7.06,-7.9424,303.58,7.958,0.4982,326.7,0.7449,0.9517,1.0,0.517
7.07,-7.9244,303.58,7.958,0.4974,326.4,0.7419,0.9517,1.0,0.5166
7.08,-7.9064,303.58,7.958,0.4966,326.1,0.739,0.9517,1.0,0.5163
7.09,-7.8884,303.58,7.958,0.4958,325.7,0.736,0.9517,1.0,0.5159
7.1,-7.8704,303.58,7.958,0.4949,325.4,0.7331,0.9517,1.0,0.5155
7.11,-7.8525,303.58,7.958,0.4941,325.1,0.7302,0.9517,1.0,0.5152
7.12,-7.8345,303.58,7.958,0.4933,324.8,0.7273,0.9517,1.0,0.5148
7.13,-7.8166,303.58,7.958,0.4925,324.4,0.7243,0.9518,1.0,0.5144
7.14,-7.7988,303.58,7.958,0.4917,324.1,0.7215,0.9518,1.0,0.5141
7.15,-7.7809,303.58,7.958,0.4909,323.8,0.7186,0.9518,1.0,0.5137
7.16,-7.7631,303.58,7.958,0.4901,323.5,0.7157,0.9518,1.0,0.5133
7.17,-7.7453,303.58,7.958,0.4893,323.1,0.7129,0.9518,1.0,0.513
7.18,-7.7275,303.58,7.958,0.4885,322.8,0.71,0.9518,1.0,0.5126
7.19,-7.7098,303.58,7.958,0.4877,322.5,0.7072,0.9518,1.0,0.5122
7.2,-7.6921,303.58,7.958,0.4869,322.2,0.7043,0.9518,1.0,0.5119
7.21,-7.6743,303.58,7.958,0.4861,321.8,0.7015,0.9518,1.0,0.5115
7.22,-7.6567,303.58,7.958,0.4853,321.5,0.6987,0.9518,1.0,0.5111
7.23,-7.639,303.58,7.958,0.4845,321.2,0.6959,0.9518,1.0,0.5108
7.24,-7.6214,303.58,7.958,0.4837,320.9,0.6932,0.9518,1.0,0.5104
7.25,-7.6038,303.58,7.958,0.4829,320.6,0.6904,0.9518,1.0,0.5101
7.26,-7.5862,303.58,7.958,0.4822,320.2,0.6876,0.9518,1.0,0.5097
7.27,-7.5686,303.58,7.958,0.4814,319.9,0.6849,0.9518,1.0,0.5093
7.28,-7.5511,303.58,7.958,0.4806,319.6,0.6822,0.9518,1.0,0.509
7.29,-7.5336,303.58,7.958,0.4798,319.3,0.6794,0.9518,1.0,0.5086
7.3,-7.5161,303.58,7.958,0.4791,319.0,0.6767,0.9518,1.0,0.5082
7.31,-7.4986,303.58,7.958,0.4783,318.6,0.674,0.9518,1.0,0.5079
7.32,-7.4812,303.58,7.958,0.4775,318.3,0.6713,0.9518,1.0,0.5075
7.33,-7.4638,303.58,7.958,0.4767,318.0,0.6687,0.9518,1.0,0.5072
7.34,-7.4464,303.58,7.958,0.476,317.7,0.666,0.9518,1.0,0.5068
7.35,-7.429,303.58,7.958,0.4752,317.4,0.6633,0.9518,1.0,0.5065
7.36,-7.4117,303.58,7.958,0.4745,317.1,0.6607,0.9518,1.0,0.5061
7.37,-7.3944,303.58,7.958,0.4737,316.7,0.658,0.9518,1.0,0.5057
7.38,-7.3771,303.58,7.958,0.4729,316.4,0.6554,0.9518,1.0,0.5054
7.39,-7.3598,303.58,7.958,0.4722,316.1,0.6528,0.9518,1.0,0.505
7.4,-7.3425,303.58,7.958,0.4714,315.8,0.6502,0.9518,1.0,0.5047
7.41,-7.3253,303.58,7.958,0.4707,315.5,0.6476,0.9518,1.0,0.5043
7.42,-7.3081,303.58,7.958,0.4699,315.2,0.645,0.9518,1.0,0.504
7.43,-7.291,303.58,7.958,0.4692,314.8,0.6424,0.9518,1.0,0.5036
7.44,-7.2738,303.58,7.958,0.4684,314.5,0.6399,0.9518,1.0,0.5033
7.45,-7.2567,303.58,7.958,0.4677,314.2,0.6373,0.9518,1.0,0.5029
7.46,-7.2396,303.58,7.958,0.467,313.9,0.6348,0.9518,1.0,0.5026
7.47,-7.2225,303.58,7.958,0.4662,313.6,0.6322,0.9518,1.0,0.5022
7.48,-7.2055,303.58,7.958,0.4655,313.3,0.6297,0.9518,1.0,0.5019
7.49,-7.1885,303.58,7.958,0.4648,313.0,0.6272,0.9518,1.0,0.5015
7.5,-7.1715,303.58,7.958,0.464,312.6,0.6247,0.9518,1.0,0.5012
7.51,-7.1545,303.58,7.958,0.4633,312.3,0.6222,0.9518,1.0,0.5008
7.52,-7.1375,303.58,7.958,0.4626,312.0,0.6197,0.9518,1.0,0.5005
7.53,-7.1206,303.58,7.958,0.4618,311.7,0.6172,0.9518,1.0,0.5001
7.54,-7.1037,303.58,7.958,0.4611,311.4,0.6148,0.9518,1.0,0.4998
7.55,-7.0868,303.58,7.958,0.4604,311.1,0.6123,0.9519,1.0,0.4994
7.56,-7.07,303.58,7.958,0.4597,310.8,0.6099,0.9519,1.0,0.4991
7.57,-7.0532,303.58,7.958,0.459,310.5,0.6075,0.9519,1.0,0.4987
7.58,-7.0364,303.58,7.958,0.4583,310.2,0.605,0.9519,1.0,0.4984
7.59,-7.0196,303.58,7.958,0.4575,309.8,0.6026,0.9519,1.0,0.498
7.6,-7.0029,303.58,7.958,0.4568,309.5,0.6002,0.9519,1.0,0.4977
7.61,-6.9861,303.58,7.958,0.4561,309.2,0.5978,0.9519,1.0,0.4973
7.62,-6.9694,303.58,7.958,0.4554,308.9,0.5954,0.9519,1.0,0.497
7.63,-6.9528,303.58,7.958,0.4547,308.6,0.593,0.9519,1.0,0.4966
7.64,-6.9361,303.58,7.958,0.454,308.3,0.5907,0.9519,1.0,0.4963
7.65,-6.9195,303.58,7.958,0.4533,308.0,0.5883,0.9519,1.0,0.496
7.66,-6.9029,303.58,7.958,0.4526,307.7,0.586,0.9519,1.0,0.4956
7.67,-6.8863,303.58,7.958,0.4519,307.4,0.5836,0.9519,1.0,0.4953
7.68,-6.8698,303.58,7.958,0.4512,307.1,0.5813,0.9519,1.0,0.4949
7.69,-6.8532,303.58,7.958,0.4505,306.8,0.579,0.9519,1.0,0.4946
7.7,-6.8368,303.58,7.958,0.4498,306.5,0.5767,0.9519,1.0,0.4942
7.71,-6.8203,303.58,7.958,0.4491,306.2,0.5744,0.9519,1.0,0.4939
7.72,-6.8038,303.58,7.958,0.4485,305.8,0.5721,0.9519,1.0,0.4936
7.73,-6.7874,303.58,7.958,0.4478,305.5,0.5698,0.9519,1.0,0.4932
7.74,-6.771,303.58,7.958,0.4471,305.2,0.5675,0.9519,1.0,0.4929
7.75,-6.7546,303.58,7.958,0.4464,304.9,0.5653,0.9519,1.0,0.4925
7.76,-6.7383,303.58,7.958,0.4457,304.6,0.563,0.9519,1.0,0.4922
7.77,-6.722,303.58,7.958,0.4451,304.3,0.5607,0.9519,1.0,0.4919
7.78,-6.7057,303.58,7.958,0.4444,304.0,0.5585,0.9519,1.0,0.4915
7.79,-6.6894,303.58,7.958,0.4437,303.7,0.5563,0.9519,1.0,0.4912
7.8,-6.6732,303.58,7.958,0.443,303.4,0.5541,0.9519,1.0,0.4909
7.81,-6.657,303.58,7.958,0.4424,303.1,0.5518,0.9519,1.0,0.4905
7.82,-6.6408,303.58,7.958,0.4417,302.8,0.5496,0.9519,1.0,0.4902
7.83,-6.6246,303.58,7.958,0.441,302.5,0.5475,0.9519,1.0,0.4899
7.84,-6.6085,303.58,7.958,0.4404,302.2,0.5453,0.9519,1.0,0.4895
7.85,-6.5924,303.58,7.958,0.4397,301.9,0.5431,0.9519,1.0,0.4892
7.86,-6.5763,303.58,7.958,0.439,301.6,0.5409,0.9519,1.0,0.4888
7.87,-6.5602,303.58,7.958,0.4384,301.3,0.5388,0.9519,1.0,0.4885
7.88,-6.5442,303.58,7.958,0.4377,301.0,0.5366,0.9519,1.0,0.4882
7.89,-6.5281,303.58,7.958,0.4371,300.7,0.5345,0.9519,1.0,0.4878
7.9,-6.5122,303.58,7.958,0.4364,300.4,0.5323,0.9519,1.0,0.4875
7.91,-6.4962,303.58,7.958,0.4358,300.1,0.5302,0.9519,1.0,0.4872
7.92,-6.4803,303.58,7.958,0.4351,299.8,0.5281,0.9519,1.0,0.4869
7.93,-6.4644,303.58,7.958,0.4345,299.5,0.526,0.9519,1.0,0.4865
7.94,-6.4485,303.58,7.958,0.4338,299.2,0.5239,0.9519,1.0,0.4862
7.95,-6.4326,303.58,7.958,0.4332,298.9,0.5218,0.9519,1.0,0.4859
7.96,-6.4168,303.58,7.958,0.4326,298.6,0.5197,0.952,1.0,0.4855
7.97,-6.401,303.58,7.958,0.4319,298.3,0.5176,0.952,1.0,0.4852
7.98,-6.3852,303.58,7.958,0.4313,298.0,0.5156,0.952,1.0,0.4849
7.99,-6.3694,303.58,7.958,0.4306,297.7,0.5135,0.952,1.0,0.4845
8.0,-6.3537,303.58,7.958,0.43,297.4,0.5115,0.952,1.0,0.4842
8.01,-6.338,303.58,7.958,0.4294,297.1,0.5094,0.952,1.0,0.4839
8.02,-6.3223,303.58,7.958,0.4288,296.8,0.5074,0.952,1.0,0.4836
8.03,-6.3067,303.58,7.958,0.4281,296.5,0.5054,0.952,1.0,0.4832
8.04,-6.291,303.58,7.958,0.4275,296.2,0.5033,0.952,1.0,0.4829
8.05,-6.2754,303.58,7.958,0.4269,295.9,0.5013,0.952,1.0,0.4826
8.06,-6.2599,303.58,7.958,0.4263,295.6,0.4993,0.952,1.0,0.4823
8.07,-6.2443,303.58,7.958,0.4256,295.3,0.4973,0.952,1.0,0.4819
8.08,-6.2288,303.58,7.958,0.425,295.0,0.4954,0.952,1.0,0.4816
8.09,-6.2133,303.58,7.958,0.4244,294.7,0.4934,0.952,1.0,0.4813
8.1,-6.1978,303.58,7.958,0.4238,294.4,0.4914,0.952,1.0,0.481
8.11,-6.1824,303.58,7.958,0.4232,294.1,0.4894,0.952,1.0,0.4806
8.12,-6.167,303.58,7.958,0.4226,293.9,0.4875,0.952,1.0,0.4803
8.13,-6.1516,303.58,7.958,0.422,293.6,0.4855,0.952,1.0,0.48
8.14,-6.1362,303.58,7.958,0.4213,293.3,0.4836,0.952,1.0,0.4797
8.15,-6.1209,303.58,7.958,0.4207,293.0,0.4817,0.952,1.0,0.4793
8.16,-6.1056,303.58,7.958,0.4201,292.7,0.4798,0.952,1.0,0.479
