year,temp_anomaly_c,co2_ppm,ocean_ph,biodiversity_index,methane_ppb,dust_optical_depth,magnetosphere_strength,subsurface_habitat_fraction,seismic_intensity
3068.0208,-1.196404494809426e+166,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.001
3078.0208,4.785617979237704e+166,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.001
3088.0208,-1.9142471916950816e+167,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.001
3098.0208,7.656988766780326e+167,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.001
3108.0208,-3.0627955067121305e+168,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.001
3118.0208,1.2251182026848522e+169,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.001
3128.0208,-4.900472810739409e+169,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.001
3138.0208,1.9601891242957635e+170,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3148.0208,-7.840756497183054e+170,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3158.0208,3.1363025988732217e+171,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3168.0208,-1.2545210395492887e+172,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3178.0208,5.018084158197155e+172,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3188.0208,-2.007233663278862e+173,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3198.0208,8.028934653115447e+173,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3208.0208,-3.211573861246179e+174,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3218.0208,1.2846295444984716e+175,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3228.0208,-5.1385181779938864e+175,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3238.0208,2.0554072711975546e+176,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3248.0208,-8.221629084790218e+176,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3258.0208,3.2886516339160873e+177,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3268.0208,-1.315460653566435e+178,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3278.0208,5.26184261426574e+178,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3288.0208,-2.104737045706296e+179,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3298.0208,8.418948182825183e+179,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3308.0208,-3.3675792731300734e+180,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3318.0208,1.3470317092520294e+181,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3328.0208,-5.3881268370081174e+181,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3338.0208,2.155250734803247e+182,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3348.0208,-8.621002939212988e+182,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3358.0208,3.448401175685195e+183,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3368.0208,-1.379360470274078e+184,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3378.0208,5.517441881096312e+184,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3388.0208,-2.206976752438525e+185,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3398.0208,8.8279070097541e+185,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3408.0208,-3.53116280390164e+186,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3418.0208,1.412465121560656e+187,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3428.0208,-5.649860486242624e+187,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3438.0208,2.2599441944970495e+188,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3448.0208,-9.039776777988198e+188,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3458.0208,3.615910711195279e+189,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0009
3468.0208,-1.4463642844781117e+190,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0009
3478.0208,5.785457137912447e+190,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3488.0208,-2.3141828551649787e+191,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3498.0208,9.256731420659915e+191,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3508.0208,-3.702692568263966e+192,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3518.0208,1.4810770273055864e+193,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3528.0208,-5.9243081092223454e+193,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3538.0208,2.3697232436889382e+194,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3548.0208,-9.478892974755753e+194,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3558.0208,3.791557189902301e+195,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3568.0208,-1.5166228759609204e+196,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3578.0208,6.066491503843682e+196,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3588.0208,-2.4265966015374727e+197,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3598.0208,9.706386406149891e+197,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3608.0208,-3.8825545624599563e+198,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3618.0208,1.5530218249839825e+199,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3628.0208,-6.21208729993593e+199,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3638.0208,2.484834919974372e+200,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3648.0208,-9.939339679897488e+200,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3658.0208,3.975735871958995e+201,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3668.0208,-1.590294348783598e+202,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3678.0208,6.361177395134392e+202,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3688.0208,-2.544470958053757e+203,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3698.0208,1.0177883832215028e+204,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3708.0208,-4.071153532886011e+204,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3718.0208,1.6284614131544044e+205,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3728.0208,-6.513845652617618e+205,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3738.0208,2.605538261047047e+206,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3748.0208,-1.0422153044188188e+207,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3758.0208,4.1688612176752754e+207,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3768.0208,-1.6675444870701102e+208,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3778.0208,6.670177948280441e+208,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3788.0208,-2.6680711793121762e+209,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3798.0208,1.0672284717248705e+210,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3808.0208,-4.268913886899482e+210,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3818.0208,1.7075655547597928e+211,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3828.0208,-6.830262219039171e+211,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3838.0208,2.7321048876156685e+212,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3848.0208,-1.0928419550462674e+213,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3858.0208,4.3713678201850696e+213,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3868.0208,-1.7485471280740278e+214,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0008
3878.0208,6.994188512296111e+214,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0008
3888.0208,-2.7976754049184445e+215,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3898.0208,1.1190701619673778e+216,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
3908.0208,-4.476280647869511e+216,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3918.0208,1.7905122591478045e+217,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
3928.0208,-7.162049036591218e+217,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3938.0208,2.864819614636487e+218,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
3948.0208,-1.1459278458545949e+219,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3958.0208,4.5837113834183795e+219,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
3968.0208,-1.8334845533673518e+220,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3978.0208,7.333938213469407e+220,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
3988.0208,-2.933575285387763e+221,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
3998.0208,1.1734301141551052e+222,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4008.0208,-4.6937204566204206e+222,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4018.0208,1.8774881826481682e+223,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4028.0208,-7.509952730592673e+223,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4038.0208,3.003981092237069e+224,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4048.0208,-1.2015924368948277e+225,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4058.0208,4.806369747579311e+225,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4068.0208,-1.9225478990317243e+226,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4078.0208,7.690191596126897e+226,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4088.0208,-3.076076638450759e+227,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4098.0208,1.2304306553803035e+228,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4108.0208,-4.921722621521214e+228,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4118.0208,1.9686890486084857e+229,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4128.0208,-7.874756194433943e+229,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4138.0208,3.149902477773577e+230,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4148.0208,-1.2599609911094308e+231,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4158.0208,5.039843964437723e+231,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4168.0208,-2.0159375857750893e+232,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4178.0208,8.063750343100357e+232,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4188.0208,-3.225500137240143e+233,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4198.0208,1.2902000548960572e+234,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4208.0208,-5.160800219584229e+234,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4218.0208,2.0643200878336915e+235,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4228.0208,-8.257280351334766e+235,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4238.0208,3.3029121405339063e+236,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4248.0208,-1.3211648562135625e+237,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4258.0208,5.28465942485425e+237,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4268.0208,-2.1138637699417e+238,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4278.0208,8.4554550797668e+238,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4288.0208,-3.38218203190672e+239,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4298.0208,1.352872812762688e+240,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4308.0208,-5.411491251050752e+240,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4318.0208,2.164596500420301e+241,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4328.0208,-8.658386001681203e+241,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4338.0208,3.4633544006724814e+242,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4348.0208,-1.3853417602689926e+243,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4358.0208,5.54136704107597e+243,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4368.0208,-2.216546816430388e+244,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4378.0208,8.866187265721552e+244,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4388.0208,-3.546474906288621e+245,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4398.0208,1.4185899625154484e+246,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4408.0208,-5.6743598500617935e+246,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0007
4418.0208,2.2697439400247174e+247,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0007
4428.0208,-9.07897576009887e+247,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4438.0208,3.631590304039548e+248,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4448.0208,-1.4526361216158191e+249,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4458.0208,5.8105444864632765e+249,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4468.0208,-2.3242177945853106e+250,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4478.0208,9.296871178341242e+250,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4488.0208,-3.718748471336497e+251,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4498.0208,1.4874993885345988e+252,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4508.0208,-5.949997554138395e+252,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4518.0208,2.379999021655358e+253,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4528.0208,-9.519996086621432e+253,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4538.0208,3.807998434648573e+254,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4548.0208,-1.5231993738594292e+255,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4558.0208,6.092797495437717e+255,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4568.0208,-2.4371189981750867e+256,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4578.0208,9.748475992700347e+256,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4588.0208,-3.8993903970801387e+257,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4598.0208,1.5597561588320555e+258,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4608.0208,-6.239024635328222e+258,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4618.0208,2.4956098541312887e+259,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4628.0208,-9.982439416525155e+259,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4638.0208,3.992975766610062e+260,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4648.0208,-1.5971903066440248e+261,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4658.0208,6.388761226576099e+261,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4668.0208,-2.5555044906304397e+262,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4678.0208,1.0222017962521759e+263,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4688.0208,-4.0888071850087035e+263,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4698.0208,1.6355228740034814e+264,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4708.0208,-6.542091496013926e+264,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4718.0208,2.6168365984055702e+265,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4728.0208,-1.0467346393622281e+266,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4738.0208,4.1869385574489124e+266,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4748.0208,-1.674775422979565e+267,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4758.0208,6.69910169191826e+267,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4768.0208,-2.679640676767304e+268,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4778.0208,1.0718562707069216e+269,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4788.0208,-4.287425082827686e+269,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4798.0208,1.7149700331310745e+270,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4808.0208,-6.859880132524298e+270,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4818.0208,2.7439520530097192e+271,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4828.0208,-1.0975808212038877e+272,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4838.0208,4.390323284815551e+272,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4848.0208,-1.7561293139262203e+273,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4858.0208,7.024517255704881e+273,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4868.0208,-2.8098069022819525e+274,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4878.0208,1.123922760912781e+275,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4888.0208,-4.495691043651124e+275,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4898.0208,1.7982764174604496e+276,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4908.0208,-7.193105669841798e+276,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4918.0208,2.8772422679367193e+277,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4928.0208,-1.1508969071746877e+278,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4938.0208,4.603587628698751e+278,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4948.0208,-1.8414350514795004e+279,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4958.0208,7.365740205918001e+279,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4968.0208,-2.9462960823672006e+280,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4978.0208,1.1785184329468802e+281,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
4988.0208,-4.714073731787521e+281,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
4998.0208,1.8856294927150084e+282,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5008.0208,-7.542517970860034e+282,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5018.0208,3.0170071883440134e+283,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5028.0208,-1.2068028753376054e+284,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5038.0208,4.8272115013504214e+284,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5048.0208,-1.9308846005401686e+285,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5058.0208,7.723538402160674e+285,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5068.0208,-3.0894153608642697e+286,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5078.0208,1.2357661443457079e+287,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5088.0208,-4.9430645773828316e+287,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5098.0208,1.9772258309531326e+288,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5108.0208,-7.90890332381253e+288,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5118.0208,3.163561329525012e+289,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5128.0208,-1.2654245318100049e+290,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5138.0208,5.0616981272400195e+290,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0006
5148.0208,-2.0246792508960078e+291,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0006
5158.0208,8.098717003584031e+291,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5168.0208,-3.2394868014336125e+292,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5178.0208,1.295794720573445e+293,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5188.0208,-5.18317888229378e+293,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5198.0208,2.073271552917512e+294,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5208.0208,-8.293086211670048e+294,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5218.0208,3.317234484668019e+295,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5228.0208,-1.3268937938672077e+296,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5238.0208,5.307575175468831e+296,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5248.0208,-2.1230300701875323e+297,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5258.0208,8.492120280750129e+297,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5268.0208,-3.3968481123000517e+298,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5278.0208,1.3587392449200207e+299,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5288.0208,-5.434956979680083e+299,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5298.0208,2.173982791872033e+300,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5308.0208,-8.695931167488132e+300,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5318.0208,3.478372466995253e+301,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5328.0208,-1.3913489867981012e+302,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5338.0208,5.565395947192405e+302,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5348.0208,-2.226158378876962e+303,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5358.0208,8.904633515507847e+303,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5368.0208,-3.561853406203139e+304,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5378.0208,1.4247413624812556e+305,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5388.0208,-5.698965449925022e+305,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5398.0208,2.279586179970009e+306,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5408.0208,-9.118344719880036e+306,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5418.0208,3.6473378879520143e+307,180.0,7.921,0.0,0.0,0.0,1.0,0.9632,0.0005
5428.0208,-inf,180.0,7.921,0.2786,0.0,0.0,1.0,0.9632,0.0005
5438.0208,nan,180.0,7.921,0.4643,0.0,0.0,1.0,0.9632,0.0005
5448.0208,nan,180.0,7.921,0.5881,0.0,0.0,1.0,0.9632,0.0005
5458.0208,nan,180.0,7.921,0.6707,0.0,0.0,1.0,0.9632,0.0005
5468.0208,nan,180.0,7.921,0.7257,0.0,0.0,1.0,0.9632,0.0005
5478.0208,nan,180.0,7.921,0.7624,0.0,0.0,1.0,0.9632,0.0005
5488.0208,nan,180.0,7.921,0.7869,0.0,0.0,1.0,0.9632,0.0005
5498.0208,nan,180.0,7.921,0.8032,0.0,0.0,1.0,0.9632,0.0005
5508.0208,nan,180.0,7.921,0.814,0.0,0.0,1.0,0.9632,0.0005
5518.0208,nan,180.0,7.921,0.8213,0.0,0.0,1.0,0.9632,0.0005
5528.0208,nan,180.0,7.921,0.8261,0.0,0.0,1.0,0.9632,0.0005
5538.0208,nan,180.0,7.921,0.8293,0.0,0.0,1.0,0.9632,0.0005
5548.0208,nan,180.0,7.921,0.8315,0.0,0.0,1.0,0.9632,0.0005
5558.0208,nan,180.0,7.921,0.8329,0.0,0.0,1.0,0.9632,0.0005
5568.0208,nan,180.0,7.921,0.8339,0.0,0.0,1.0,0.9632,0.0005
5578.0208,nan,180.0,7.921,0.8345,0.0,0.0,1.0,0.9632,0.0005
5588.0208,nan,180.0,7.921,0.8349,0.0,0.0,1.0,0.9632,0.0005
5598.0208,nan,180.0,7.921,0.8352,0.0,0.0,1.0,0.9632,0.0005
5608.0208,nan,180.0,7.921,0.8354,0.0,0.0,1.0,0.9632,0.0005
5618.0208,nan,180.0,7.921,0.8355,0.0,0.0,1.0,0.9632,0.0005
5628.0208,nan,180.0,7.921,0.8356,0.0,0.0,1.0,0.9632,0.0005
5638.0208,nan,180.0,7.921,0.8357,0.0,0.0,1.0,0.9632,0.0005
5648.0208,nan,180.0,7.921,0.8357,0.0,0.0,1.0,0.9632,0.0005
5658.0208,nan,180.0,7.921,0.8357,0.0,0.0,1.0,0.9632,0.0005
5668.0208,nan,180.0,7.921,0.8357,0.0,0.0,1.0,0.9632,0.0005
5678.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5688.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5698.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5708.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5718.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5728.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5738.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5748.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5758.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
5768.0208,nan,180.0,7.921,0.8358,0.0,0.0,1.0,0.9632,0.0005
